Tournament,Year,Date,Location,Division,DivisionTier,Place,Award,GlasswareType,Team,Player1,Player2
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Premier (5.0+)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Enigma","Jack Bush","Josef Quispe"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Sunday - Mixed","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Misfire","Meagan Bown","Lucas Pruett"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Sunday - Mixed","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Love Bunker","Jared Kula","Ally Kula"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Sunday - Mixed","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Bully Me Nicely","Alex Cotter","Joelle Nguyen"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Sunday - Mixed","Top Tier (Glassware)",4,"4th Place (No Award)","None","EP Spikes","Maciah Aldrich","Abby Horn"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Women's Division","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Golden Brown","Joanna Gould","Meagan Bown"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Women's Division","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Midwest Mashup","Rachel Luczak","Ally Kula"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Women's Division","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Bad Juju","Ruthie Lundberg","Sophia Schmidt"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Women's Division","Top Tier (Glassware)",4,"4th Place (No Award)","None","Arm & Leg","Mary Ricklick","Liberty Fettig"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Contender (4.5)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Yo Gabba Gabba","Derek Tang","Juan Moscoso"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Contender (4.5)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Jelly Fam","David Navalta","Anmol John"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Contender (4.5)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","K^2","Korbin Thompson","Kenny Velu"
"[STS] Minneapolis Challenger 2024","2024","2024-06-23","Brooklyn Park, MN, US","Contender (4.5)","Top Tier (Glassware)",4,"4th Place (No Award)","None","What's the Score?","Jon Moe","Jordan Johnson"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","5.5 Open Bronze/Premier","Lower Division (Medals)",1,"🥇 Gold Medal","None","Gnocchi","Gabriel Finocchi","Sunny Gu"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","5.5 Open Bronze/Premier","Lower Division (Medals)",2,"🥈 Silver Medal","None","Picone/Rose","Will Picone","Kieran Rose"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","5.5 Open Bronze/Premier","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Cole/Hamilton","Matthew Cole","Thomas Hamilton"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","5.5 Open Bronze/Premier","Lower Division (Medals)",4,"4th Place (No Award)","None","J.A.R.V.I.S.","Josh Fragiacomo","Connor Nelson"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5+ Women's","Lower Division (Medals)",1,"🥇 Gold Medal","None","Overdue","Karah Hui","Julia Timan"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5+ Women's","Lower Division (Medals)",2,"🥈 Silver Medal","None","Jenki / Morgan","Kalin Morgan","Ali Jenki"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5+ Women's","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Pierson/Phan","Katheleen Phan","Katie Pierson"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5+ Women's","Lower Division (Medals)",4,"4th Place (No Award)","None","Tea Time","Joelle Nguyen","Lou Washburn"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5 Open Contender","Lower Division (Medals)",1,"🥇 Gold Medal","None","Special Teams","Matthew Rodriguez","Liam Keegan"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5 Open Contender","Lower Division (Medals)",2,"🥈 Silver Medal","None","Tuffy's Tyrants","Jack Walker","James Brock"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5 Open Contender","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Berries n’ Cream","Charlie Cavallaro","Henrik Hoeldtke"
"U.S. Roundnet National Championship","2024","2024-06-29","Raleigh, NC, US","4.5 Open Contender","Lower Division (Medals)",4,"4th Place (No Award)","None","Centros","Jon Esposo","Jaxon Gonzalez"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Contender 4.5+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","PB & J","Peter Lam","Bryan Fonseca"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Contender 4.5+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Bomb Pop Tweas","Adam Prudhomme","Josiah Murphy"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Contender 4.5+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Walmart Creamy","Jeremy Lee","Colton Olvey"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Contender 4.5+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Short Kings 👑","Jon Moe","Brady Van Straten"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Pro 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","TWINZ","Ali Jenki","Olivia Jenki"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Pro 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","NEM Chitty Bang","Lou Washburn","Ronja Lorenz"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Pro 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","ellelowe sebmarine","Sebastiani Kim","Elle Lowe"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Pro 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","KickStart","Sarah Allen","Karah Hui"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Open Pro 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Ultra Instinct","Gabriel Finocchi","Thomas Hamilton"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Open Pro 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","TRP Spotless","Joe Bondi","Ryan Gross"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Open Pro 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Cold Sweep","Maxime Prince","Vincent Mathieu"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Open Pro 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Bot House","Owen Lippman","West Peterson"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Premier 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","C'est Tough","Chris Brown","Guillaume Bilodeau"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Premier 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Ninja Turtles","Eddy Leung","Elijah Kim"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Premier 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","FTR Frontier","Jake Woolley","Kyan Kornfeld"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Premier 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Shorter & Taller","Andrew Sullivan","Caleb Shorter"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Adv 4.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","touch of heaven","Andrea Schwarz","sam greathouse"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Adv 4.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Caron/Norris","Ava Caron","Abby Norris"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Adv 4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Disorderly Conduct","Cece Carlson","Hanna Sorensen"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Women's Adv 4.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Two Girls One Net","Abigail Lannetti","Ally Kula"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 4.5 (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","TAIWAN #1","Soph Yu","Kyle Jeung"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 4.5 (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Love Bunker","Jared Kula","Ally Kula"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 4.5 (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Last minute","Cece Carlson","Joey Renaud"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 4.5 (Sunday)","Top Tier (Glassware)",4,"4th Place (No Award)","None","The Greathouse's","sam greathouse","Matthew Greathouse"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Last minute","Olivia Jenki","Ali Jenki"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","All we do is win","Maxime Prince","Karah Hui"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","J/S/T/V","Sarah Allen","Thomas Hamilton"
"Chicago Major 2024 - Spikeball Tour Series","2024","2024-07-13","Oak Brook, IL, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",4,"4th Place (No Award)","None","E.D.I.T.H.","Josh Fragiacomo","Connor Nelson"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Lucky charms","Logan Spencer","Grant Hill"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Roundnet Rookies","Parker Medford","Jaimen Holman"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Gibbs & Brickey","Anne Marie Gibbs","Eli Brickey"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","2.0-3.0 Recreational","Top Tier (Glassware)",4,"4th Place (No Award)","None","Cheesy Gordita Crunch","Payton Wallin","Gentry Schmalz"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","No Name","Braydon Hunt","Toby Hunt"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Flubbed High Five","Michael Sampson","Elvin Pok"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Bus Drivers","Maxson Daley","Stephen Moss"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.0 Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","Ben and Becca R Gud at Spikbal","Ben Reid","Becca Feller"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Double Fault","Luke Cook","Nathan Avalos"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Cote / Beard","Mo Beard","Cade Cote"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Out of pocket","Tyler Caswell","Christopher Marcusen"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","4.5 Elite","Top Tier (Glassware)",4,"4th Place (No Award)","None","Chef’s Special","Luke Gleave","Steven Goodrich"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","5.0 Premier","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Father Caleb & His Protege","Taylor Church","Caleb Jarrett"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","5.0 Premier","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Royal Flush","Jake LeBaron","Bryant Karratti"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","5.0 Premier","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Cote / Mundy","Dylan Mundy","Kyler Cote"
"AF Steel Days Super Major","2024","2024-07-20","American Fork, UT, US","5.0 Premier","Top Tier (Glassware)",4,"4th Place (No Award)","None","Fresh Prince of Hertzl-Air","Remi Prince","Chandler Hertzler"
"MRA Chicago","2024","2024-07-27","Mount Prospect, IL, US","Expert(4.5)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","O’Block B-Team","Joey Reynolds","Neal Bergman"
"MRA Chicago","2024","2024-07-27","Mount Prospect, IL, US","Expert(4.5)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","ARRAKIS","Korbin Thompson","Clifford Amadeo LeVeque"
"MRA Chicago","2024","2024-07-27","Mount Prospect, IL, US","Expert(4.5)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Sensory Overload","Chris Wilkins","Colin Hobart"
"MRA Chicago","2024","2024-07-27","Mount Prospect, IL, US","Expert(4.5)","Top Tier (Glassware)",4,"4th Place (No Award)","None","brat summer","Nate von der Sitt","Adam Weiss"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Contender 4.5","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Simple Last Names","Trevor Zaleski","Chandler Hertzler"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Contender 4.5","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Mario & Luigi","Evan Cox","Leo Cox"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Contender 4.5","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Sluggish","Sasha Mariniuk","Jakob Seidner"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Contender 4.5","Top Tier (Glassware)",4,"4th Place (No Award)","None","Dumb & Dumber","Hernestor Ramirez diaz","Erick Ostheimer"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Premier","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Numb","Kieran Rose","Paq Clifford"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Premier","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","FTR Frontier","Jake Woolley","Kyan Kornfeld"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Premier","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","J.A.R.V.I.S.","Josh Fragiacomo","Connor Nelson"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Premier","Top Tier (Glassware)",4,"4th Place (No Award)","None","FOR GROUSE","kevin um","Blake Bosak"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Advanced 4.0","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","2 Broke Boiz","Samuel Verrett","Drew Longjohn"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Advanced 4.0","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Out of system","Daniel Davis","Caleb Triplett"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Advanced 4.0","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Zero Prep","Sam Kondratyev","Paul Chepel"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Advanced 4.0","Top Tier (Glassware)",4,"4th Place (No Award)","None","Chakos Tucis","Dylan Jackson","Sam Wallach Hanson"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Coed Advanced (SUNDAY)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Hot Seat","Holly Yu","Kieran Rose"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Coed Advanced (SUNDAY)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Belt Loops","Trevor Barbosa","Karah Hui"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Coed Advanced (SUNDAY)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Nerds Gummy Clusters","Kyle Fowler","Malia Wanderer"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Coed Advanced (SUNDAY)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Kaylor / Lowe","Elle Lowe","Joseph Kaylor"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Women's Advanced","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","help me 🥺","Karah Hui","Malia Wanderer"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Women's Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","THUS Parabatai","Kalin Morgan","Kayla Wu-Fleming"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Women's Advanced","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","ellelowe sebmarine","Sebastiani Kim","Elle Lowe"
"STS Challenger : Seattle Slam","2024","2024-07-27","Tacoma, WA, US","Women's Advanced","Top Tier (Glassware)",4,"4th Place (No Award)","None","All Touch","Tung Lin","Yu-Fang Chiu"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Open Pro 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Extra","Jé Gagnon","Emerson Dean"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Open Pro 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Kingdom Come","Grant Klapwijk","Matthew Cole"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Open Pro 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","J.A.R.V.I.S.","Josh Fragiacomo","Connor Nelson"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Open Pro 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Numb","Kieran Rose","Paq Clifford"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Contender 4.5+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Preachers","Bowen Maynard","Garrett Walter"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Contender 4.5+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","CARL Short Kings","Will Foote","Yusei Fujikura"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Contender 4.5+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Hit List","Casey Harman","Jaren Haggard"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Contender 4.5+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Slumpy & Dumpy","pavan narahari","Jason Xu"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Premier 5.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","Clueless","Joey Maichen","Tyler Fernandez"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Premier 5.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","S/C","Matt Spolarich","Taylor Church"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Premier 5.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Dinomite","Charlie Camarena","Auriel Wish"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Premier 5.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","Amnesia","Tyler Stokes","Garrett Carver"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","CLJK","Connor Nelson","Elle Lowe"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","Perky sevor","Sebastiani Kim","Trevor Barbosa"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Chalk","Katheleen Phan","Katie Pierson"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Mixed Advanced 5.0+ (Sunday)","Top Tier (Glassware)",4,"4th Place (No Award)","None","Hoosky","Lucas Pruett","Malia Wanderer"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Women's Advanced 4.0+","Top Tier (Glassware)",1,"🍺 Pitcher (1st Place Glassware)","Pitcher","KickStart","Sarah Allen","Karah Hui"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Women's Advanced 4.0+","Top Tier (Glassware)",2,"🍻 Tankard (2nd Place Glassware)","Tankard / Cup","THUS Parabatai","Kalin Morgan","Kayla Wu-Fleming"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Women's Advanced 4.0+","Top Tier (Glassware)",3,"🥃 Shot Glass (3rd Place Glassware)","Shot Glass / Horn","Pierson/Phan","Katheleen Phan","Katie Pierson"
"Salt Lake City Major 2024 - Spikeball Tour Series","2024","2024-08-03","Farmington, UT, US","Women's Advanced 4.0+","Top Tier (Glassware)",4,"4th Place (No Award)","None","ellelowe sebmarine","Sebastiani Kim","Elle Lowe"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Carry Set","Malia Wanderer","Abigale Lamontagne"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Pierson/Phan","Katheleen Phan","Katie Pierson"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Quavo","Jhanaj Quispe","Abby Norris"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Women's Advanced 4.5+","Lower Division (Medals)",4,"4th Place (No Award)","None","Flatball","MollyAn Killingbeck","Tess Dolan"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Contender 4.5+","Lower Division (Medals)",1,"🥇 Gold Medal","None","Spooky","Jackson Biggs","Declan Brown"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Contender 4.5+","Lower Division (Medals)",2,"🥈 Silver Medal","None","Rotato Potato","Charlie Freeman","Jonathan Saysamone"
"ERS Boston 2024 - A Spikeball Challenger","2024","2024-08-10","Boston, MA, US","Open Contender 4.5+","Lower Division (Medals)",3,"🥉 Bronze Medal","None","Roundnet madness","Matt Garbecki","Tomer Keren"
